Valuador,Muestra,NombreProducto,CodigoProducto
Ana Laura,5,LP18,790
Ana Laura,4,LP23,977
Ana Laura,6,LP24,181
Ana Laura,1,LP6,629
Ana Laura,2,LP11,505
Ana Laura,3,LP10,437
dardofontanella,4,LP23,977
dardofontanella,1,LP6,629
dardofontanella,5,LP18,790
dardofontanella,3,LP10,437
dardofontanella,6,LP24,181
dardofontanella,2,LP11,505
Guille Desch,1,LP6,629
Guille Desch,3,LP10,437
Guille Desch,4,LP23,977
Guille Desch,2,LP11,505
Guille Desch,5,LP18,790
Guille Desch,6,LP24,181
Juan,3,LP10,437
Juan,2,LP11,505
Juan,1,LP6,629
Juan,6,LP24,181
Juan,4,LP23,977
Juan,5,LP18,790
Lujan,2,LP11,505
Lujan,6,LP24,181
Lujan,3,LP10,437
Lujan,5,LP18,790
Lujan,1,LP6,629
Lujan,4,LP23,977
Maia,6,LP24,181
Maia,5,LP18,790
Maia,2,LP11,505
Maia,4,LP23,977
Maia,3,LP10,437
Maia,1,LP6,629
Monica,3,LP10,437
Monica,2,LP11,505
Monica,5,LP18,790
Monica,6,LP24,181
Monica,1,LP6,629
Monica,4,LP23,977
Paolo,2,LP11,505
Paolo,6,LP24,181
Paolo,3,LP10,437
Paolo,4,LP23,977
Paolo,5,LP18,790
Paolo,1,LP6,629
Saul,6,LP24,181
Saul,4,LP23,977
Saul,2,LP11,505
Saul,1,LP6,629
Saul,3,LP10,437
Saul,5,LP18,790
Matias,4,LP23,977
Matias,1,LP6,629
Matias,6,LP24,181
Matias,5,LP18,790
Matias,2,LP11,505
Matias,3,LP10,437
Mauro,1,LP6,629
Mauro,5,LP18,790
Mauro,4,LP23,977
Mauro,3,LP10,437
Mauro,6,LP24,181
Mauro,2,LP11,505
Adelina,5,LP18,790
Adelina,3,LP10,437
Adelina,1,LP6,629
Adelina,2,LP11,505
Adelina,4,LP23,977
Adelina,6,LP24,181
V13,2,LP11,505
V13,4,LP23,977
V13,6,LP24,181
V13,5,LP18,790
V13,3,LP10,437
V13,1,LP6,629
