Valuador,Muestra,NombreProducto,CodigoProducto,CodigoMuestra
Ana Laura,5,LP23,612,M870
Ana Laura,4,LP10,885,M119
Ana Laura,6,LP24,270,M647
Ana Laura,1,LP5,590,M583
Ana Laura,2,LP6,415,M16
Ana Laura,3,LP15,373,M31
dardofontanella,4,LP10,885,M228
dardofontanella,1,LP5,590,M951
dardofontanella,5,LP23,612,M58
dardofontanella,3,LP15,373,M667
dardofontanella,6,LP24,270,M334
dardofontanella,2,LP6,415,M738
Guille Desch,1,LP5,590,M519
Guille Desch,3,LP15,373,M42
Guille Desch,4,LP10,885,M764
Guille Desch,2,LP6,415,M682
Guille Desch,5,LP23,612,M77
Guille Desch,6,LP24,270,M980
Juan,3,LP15,373,M635
Juan,2,LP6,415,M948
Juan,1,LP5,590,M450
Juan,6,LP24,270,M186
Juan,4,LP10,885,M653
Juan,5,LP23,612,M900
Lujan,2,LP6,415,M354
Lujan,6,LP24,270,M236
Lujan,3,LP15,373,M23
Lujan,5,LP23,612,M363
Lujan,1,LP5,590,M318
Lujan,4,LP10,885,M563
Maia,6,LP24,270,M260
Maia,5,LP23,612,M578
Maia,2,LP6,415,M285
Maia,4,LP10,885,M287
Maia,3,LP15,373,M324
Maia,1,LP5,590,M696
Monica,3,LP15,373,M415
Monica,2,LP6,415,M799
Monica,5,LP23,612,M43
Monica,6,LP24,270,M19
Monica,1,LP5,590,M330
Monica,4,LP10,885,M513
Paolo,2,LP6,415,M880
Paolo,6,LP24,270,M866
Paolo,3,LP15,373,M999
Paolo,4,LP10,885,M234
Paolo,5,LP23,612,M286
Paolo,1,LP5,590,M784
Saul,6,LP24,270,M595
Saul,4,LP10,885,M302
Saul,2,LP6,415,M809
Saul,1,LP5,590,M167
Saul,3,LP15,373,M477
Saul,5,LP23,612,M736
Matias,4,LP10,885,M351
Matias,1,LP5,590,M632
Matias,6,LP24,270,M129
Matias,5,LP23,612,M270
Matias,2,LP6,415,M860
Matias,3,LP15,373,M703
Mauro,1,LP5,590,M336
Mauro,5,LP23,612,M983
Mauro,4,LP10,885,M540
Mauro,3,LP15,373,M666
Mauro,6,LP24,270,M816
Mauro,2,LP6,415,M625
Adelina,5,LP23,612,M939
Adelina,3,LP15,373,M954
Adelina,1,LP5,590,M490
Adelina,2,LP6,415,M93
Adelina,4,LP10,885,M136
Adelina,6,LP24,270,M615
V13,2,LP6,415,M929
V13,4,LP10,885,M498
V13,6,LP24,270,M474
V13,5,LP23,612,M689
V13,3,LP15,373,M791
V13,1,LP5,590,M792
